normalized_street,normalized_cross,street,cross,query,status,match_count,matching_intersection_full,lng,lat,request_ms,attempts,http_status,error,fetched_at
orkney road,strathmore road,Orkney Rd,Strathmore Rd,Orkney Rd and Strathmore Rd,ok,1,"Orkney Rd & Strathmore Rd, Brighton, MA 02135",-71.147344500001,42.337530000003,356,1,200,,2026-06-04T18:40:52.898Z
orkney road,sutherland road,Orkney Rd,Sutherland Rd,Orkney Rd and Sutherland Rd,ok,1,"Orkney Rd & Sutherland Rd, Brighton, MA 02135",-71.150341500001,42.336819000003,294,1,200,,2026-06-04T18:40:54.038Z
orleans street,marginal street,Orleans St,Marginal St,Orleans St and Marginal St,ok,1,"Orleans St & Marginal St, East Boston, MA 02128",-71.039088000001,42.366726000003,356,1,200,,2026-06-04T18:40:55.300Z
orleans street,maverick street,Orleans St,Maverick St,Orleans St and Maverick St,ok,1,"Orleans St & Maverick St, East Boston, MA 02128",-71.037009000001,42.369309000003,342,1,200,,2026-06-04T18:40:56.489Z
orleans street,porter street,Orleans St,Porter St,Orleans St and Porter St,ok,1,"Orleans St & Porter St, East Boston, MA 02128",-71.033917500001,42.371937000003,415,1,200,,2026-06-04T18:40:57.762Z
ormond street,wellington hill street,Ormond St,Wellington Hill St,Ormond St and Wellington Hill St,ok,2,"Ormond St & Wellington Hill St, Mattapan, MA 02126",-71.095797000001,42.284088000003,384,1,200,,2026-06-04T18:40:58.931Z
oscar street,parker street,Oscar St,Parker St,Oscar St and Parker St,ok,1,"Oscar St & Parker St, Mission Hill, MA 02120",-71.097948000001,42.330501000003,340,1,200,,2026-06-04T18:41:00.090Z
oscar street,terrace street,Oscar St,Terrace St,Oscar St and Terrace St,ok,1,"Oscar St & Terrace St, Mission Hill, MA 02120",-71.097075000001,42.330123000003,322,1,200,,2026-06-04T18:41:01.272Z
oswald street,calumet street,Oswald St,Calumet St,Oswald St and Calumet St,ok,1,"Oswald St & Calumet St, Mission Hill, MA 02120",-71.103888000001,42.331662000003,311,1,200,,2026-06-04T18:41:02.461Z
oswald street,hillside street,Oswald St,Hillside St,Oswald St and Hillside St,ok,1,"Oswald St & Hillside St, Mission Hill, MA 02120",-71.104369500001,42.330834000003,332,1,200,,2026-06-04T18:41:03.684Z
otis street,devonshire street,Otis St,Devonshire St,Otis St and Devonshire St,ok,1,"Otis St & Devonshire St, Downtown, MA 02110",-71.057506500001,42.355107000003,311,1,200,,2026-06-04T18:41:04.864Z
